,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
3355,3367,05/03/1986,1986,09:05,"Colombo, Sri Lanka",Air Lanka,London - Zurich - Dubai - Colombo - Male,Lockheed L-1011-100,Lockheed,4R-ULD,1061,150.0,128.0,22.0,22,22.0,0.0,0.0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.,"(6.934744, 79.842725)",6.934744,79.842725,Sri Lanka,Sri Lanka,correct location
3356,3368,05/03/1986,1986,,"Taipei, Taiwan",Military - Republic of China Air Force,,Bell UH-1H / Bell UH-1H (helicopters),Bell,,,22.0,,,22,,,0.0,Both helicopters crashed into a rice paddy after experiencing a mid-air collision.,"(25.04776, 121.53185)",25.04776,121.53185,Taiwan,Taiwan,correct location
3357,3369,05/18/1986,1986,08:30,"Djibouti, Djibouti",Military - French Naval Aviation,,Dassault Breguet Atlantique,Dassault,19,19,19.0,14.0,5.0,19,14.0,5.0,0.0,Crashed in the vicinity of Day Mountain in heavy rain and low clouds.,"(11.58901, 43.14503)",11.58901,43.14503,Djibouti,Djibouti,correct location
3358,3370,05/24/1986,1986,,"Antananarivo, Madagascar",Military - ArmÃ©e de l'Air Malgache,Antananarivo - Antsirabe,Douglas C-47,Douglas,,,13.0,0.0,13.0,13,0.0,13.0,0.0,Flew into the side of a mountain in poor weather. Controlled flight into terrain.,"(-18.902964, 47.522391)",-18.902964,47.522391,Madagascar,Madagascar,correct location
3359,3371,06/10/1986,1986,,"Cairo, Egypt",EgyptAir,Cairo - Alexandia,Fokker F-27 Friendship 500,Fokker,SU-GAD,10659,26.0,21.0,5.0,23,18.0,5.0,0.0,Crashed short of runway and collided with a building during a sandstorm.,"(30.079694, 31.323437)",30.079694,31.323437,Egypt,Egypt,correct location
3360,3372,06/12/1986,1986,15:22,"Port Ellen, Islay Island",Loganair,Glasgow - Port Ellen,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,G-BGPC,635,16.0,14.0,2.0,1,0.0,1.0,0.0,The crew mistook Laphroaig for Port Ellen and crashed into a hill. Decision to allow the handling pilot to carry out a visual approach in unsuitable meteorological conditions. An error in visual navigation was a contributory factor.,"(55.63333, -6.18333)",55.63333,-6.18333,Islay Island,United Kingdom,not correct location
3361,3373,06/18/1986,1986,09:33,"Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,Grand Canyon - Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,deHavilland,N76GC/N6TC,248 /,25.0,22.0,3.0,25,22.0,3.0,0.0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.,"(36.05443, -112.13934)",36.05443,-112.13934,United States,United States,correct location
3363,3375,07/10/1986,1986,,"Maputo, Mozambique",Military - Zimbabwe Air Force,Chimoio - Harare,Douglas C-47A,Douglas,7312,9492,17.0,13.0,4.0,17,13.0,4.0,0.0,Crashed during takeoff.,"(-25.96553, 32.58322)",-25.96553,32.58322,Mozambique,Mozambique,correct location
3364,3376,08/04/1986,1986,00:23,"St. Vincent, Leeward Islands",Leeward Islands Air Transport,Vieux Fort - Kingstown,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,V2-LCJ,785,13.0,11.0,2.0,13,11.0,2.0,0.0,Crashed into the sea in poor weather conditions.,"(13.23357, -61.199573)",13.23357,-61.199573,Leeward Islands,Saint Vincent and the Grenadines,not correct location
3365,3377,08/14/1986,1986,11:30,"Wampusirpi, Honduras",Military - Honduran Air Force,Tegucigalpa - Duzuna,Lockheed C130D,Lockheed,556,3194,59.0,53.0,6.0,59,53.0,6.0,0.0,Crashed into the jungle in poor weather conditions as it approached Durzana Air Base.,"(15.212915, -84.787736)",15.212915,-84.787736,Honduras,Honduras,correct location
3366,3378,08/16/1986,1986,10:30,"Malakal, Sudan",Sudan Airways,Malakal - Khartoum,Fokker F-27 Friendship 400M,Fokker,ST-ADY,10277,60.0,57.0,3.0,60,57.0,3.0,0.0,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.,"(9.53342, 31.66048)",9.53342,31.66048,Sudan,South Sudan,not correct location
3367,3379,08/28/1986,1986,06:53,"Texarkana, Arkansas",Southwest Airlift,Little Rock - Texarkana,Howard 250,Other,N252K,2596,2.0,0.0,2.0,2,0.0,2.0,0.0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot.","(33.425355, -94.006707)",33.425355,-94.006707,United States,United States,correct location
3368,3380,08/31/1986,1986,11:52,"Cerritos, California",Aeromexico / Private,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,McDonnell Douglas,XA-JED/N4891F,47356/470 /?,67.0,58.0,9.0,67,58.0,9.0,15.0,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Piper who were all decapitated and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The controller was distracted by another small aircraft in the area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the ""see and avoid"" concept to ensure traffic separation under the conditions of the conflict.","(33.871295, -118.055856)",33.871295,-118.055856,United States,United States,correct location
3369,3381,09/05/1986,1986,06:00,"Karachi, Pakistan",Pan American World Airways,Bombay-Karachi-Frankfurt-New York,Boeing B-747-121,Boeing,N656PA,20351/127,384.0,364.0,20.0,16,14.0,1.0,1.0,"While on the ground, four hijackers opened fire on the passengers and crew and threw grenades among them, killing 16 passengers, one crew member and one ground crew member. The aircraft was named ""Clipper Empress of the Seas.""","(24.938833, 67.089141)",24.938833,67.089141,Pakistan,Pakistan,correct location
3370,3382,09/09/1986,1986,,"Hopkinsville, Kentucky",Military - U.S. Air Force,,Lockheed C-130A Hercules,Lockheed,56-0468,3076,4.0,0.0,4.0,3,0.0,3.0,0.0,Overran the runway and crashed.,"(36.84328, -87.480352)",36.84328,-87.480352,United States,United States,correct location
3371,3383,09/19/1986,1986,14:58,"Mantiqueira, Brazil",Atlantic Southeast Airlines,Sao Jose dos Campo - Manaus,Embraer 120RT Brasilia,Embraer,N219AS,120019,5.0,3.0,2.0,5,3.0,2.0,0.0,"On a delivery flight the aircraft struck a cloud covered mountain at 4,300 ft. Crew did not follow the prescribed course.","(-21.442927, -43.645399)",-21.442927,-43.645399,Brazil,Brazil,correct location
3372,3384,10/04/1986,1986,04:10,"San Antonio, Texas",Southern Air Transport,Kelly AFB - Warner Robins AFB,Lockheed L-100-30 Hercules,Lockheed,N15ST,4391,3.0,0.0,3.0,3,0.0,3.0,0.0,"The cargo plane lost altitude and crashed inverted. The use by the carrier of a non-approved device designed to raise the elevator during loading operations which was not properly stowed by the flight crew and which lodged in the controls, preventing the flight crew from controlling the airplane during take-off.","(29.374994, -98.588562)",29.374994,-98.588562,United States,United States,correct location
3373,3385,10/14/1986,1986,08:14,"Ust-Maya, USSR",Aeroflot,Ust-May - 	Allah-Yun,LET 410MT Turbojet,Let,CCCP-67264,780905,14.0,12.0,2.0,14,12.0,2.0,0.0,Crashed into river on takeoff.,"(60.41554, 134.54405)",60.41554,134.54405,USSR,Russia,not correct location
3374,3386,10/15/1986,1986,17:00,"Chiraz, Iran",Iran Air,Chiraz-TÃ©hÃ©ran,Boeing 737-286,Boeing,EP-IRG,20499/284,80.0,75.0,5.0,3,3.0,0.0,0.0,Shiraz Airport was attacked by Iraqi aircraft. Passengers were deplaning at the time of the attack.,"(29.608919, 52.532593)",29.608919,52.532593,Iran,Iran,correct location
3376,3388,10/20/1986,1986,15:58,"Kuybyshev, Russia",Aeroflot,Yekaterinburg - Kuybyshev,Tupolev TU-134A,Tupolev,CCCP-65766,62327,93.0,85.0,8.0,70,66.0,4.0,0.0,"The plane made a hard landing, crashed and burst into flames after a straight-in hard landing without leveling off.","(53.230142, 50.223532)",53.230142,50.223532,Russia,Russia,correct location
3377,3389,10/22/1986,1986,16:45,"Manhattan, New York",Private - WNBC,Traffic reporting,Enstrom F-28F,Other,N8617B,700,2.0,1.0,1.0,2,1.0,1.0,0.0,"The helicopter was contracted by NBC to make daily highway traffic observations in the New York City area. The pilot and passenger, Jane Dornacker, a NBC radio traffic reporter, were flying in a northerly direction along manhattan's west side at an altitude of about 75 feet. Witnesses observed the aircraft's main rotor blades stop, the aircraft descended rapidly, struck the top of a chain link fence at a river pier, crashed into the HudsonRiver and sank in 15 to 20 feet of water. Investigation revealed the sprag clutch was inadequately lubricated, had 'rolled over' in the opposite direction of its design and the sprag assembly was damaged. Several sprags and both activating springs were broken and different size sprags were installed. An unauthorized, overhauled clutch had been installed in the aircraft. Dornacker had survived another helicopter crash earlier in the year.","(40.777048, -73.967596)",40.777048,-73.967596,United States,United States,correct location
3378,3390,10/23/1986,1986,20:49,"Peshawar, Pakistan",Pakistan International Airlines,Lahore - Peshawar,Fokker F-27 Friendship 600,Fokker,AP-AUX,10335,54.0,49.0,5.0,13,9.0,4.0,0.0,"Crashed short of the runway on approach, broke up and landed inverted. Crew error. The aircraft was allowed to descent below MDA. Crew did not properly monitor the altitude.","(33.923744, 71.977564)",33.923744,71.977564,Pakistan,Pakistan,correct location
3379,3391,10/30/1986,1986,17:00,"Managua, Nicaragua",Military - Nicaraguan Air Force,,Mil Mi-17 (helicopter),Mil,294,,23.0,20.0,3.0,21,19.0,2.0,0.0,"Either mechanical failure, weather or ground fire from Contra rebels brought the helicopter down.","(12.13282, -86.2504)",12.13282,-86.2504,Nicaragua,Nicaragua,correct location
3380,3392,11/02/1986,1986,19:25,"Zahedan, Iran",Military - Iranian Air Force,Bakhtaran - Zahedan,Lockheed C-130,Lockheed,,,103.0,96.0,7.0,103,96.0,7.0,0.0,Struck the side of a mountain near the Pakistani border. Crew error. Descent below minimum safe altitude with a defective altimeter and in spite of warnings from the ATC.,"(29.4963, 60.8629)",29.4963,60.8629,Iran,Iran,correct location
3381,3393,11/06/1986,1986,,"Sumburgh Head, Shetlands, Scotland",British International Helicopters,,Boeing-Vertol Chinook,Boeing,G-BWFC,MJ004,47.0,45.0,2.0,45,43.0,2.0,0.0,The helicopoter crashed into the North Sea while carrying oil workers back to Sumburgh. Rotor failure.,"(59.85172, -1.27629)",59.85172,-1.27629,Scotland,United Kingdom,not correct location
3382,3394,11/25/1986,1986,,"Sarowbi, Afghanistan",Military - Afghan Republican Air Force,,Ilyushin IL-18,Ilyushin,,,40.0,35.0,5.0,40,35.0,5.0,0.0,Shot down by Afghan rebels.,"(34.599188, 69.707448)",34.599188,69.707448,Afghanistan,Afghanistan,correct location
3383,3395,12/12/1986,1986,,"Berlin, East Germany",Aeroflot,Minsk - Berlin,Tupolev TU-134A,Tupolev,CCCP-65795,63145,82.0,73.0,9.0,72,63.0,9.0,0.0,The aircraft crashed after landing on the wrong runway in fog. The crew did not understand the English instructions that the right runway was closed for repairs.,"(52.524932, 13.407032)",52.524932,13.407032,East Germany,Germany,not correct location
3384,3396,12/15/1986,1986,,"Lanzhou, China",CAAC,Lanzhou - Chengdu,Antonov AN-24RV,Antonov,B-3413,37308907,44.0,37.0,7.0,6,6.0,0.0,0.0,"The No. 2 engine failed due to severe icing conditions 30 minutes after leaving Lanzhou. With the prop feathered, the plane crashed before reaching the airport.","(36.050357, 103.850246)",36.050357,103.850246,China,China,correct location
3385,3397,12/25/1986,1986,12:30,"Arar, Saudi Arabia",Iraqi Airways,Baghdad - Amman,Boeing B-737-270C,Boeing,YI-AGJ,21183,106.0,91.0,15.0,63,60.0,3.0,0.0,"Hijacking.  While on a flight from Baghdad to Amman, hijackers exploded a hand grenade in the passenger cabin. While making an emergency descent a second hand grenade exploded in the cockpit causing the plane to lose control crash, break in two and catch fire.","(30.973599, 41.024821)",30.973599,41.024821,Saudi Arabia,Saudi Arabia,correct location
3387,3399,01/02/1987,1987,16:30,"Bata, Equatorial Guinea",Military - Spanish Air Force.,Bata - Malabo,CASA 212-100,CASA,T-12B-32,65,22.0,19.0,3.0,22,19.0,3.0,0.0,The domestic flight crashed off the island of Bioko and sending a distress message. Engine failure.,"(1.86391, 9.76582)",1.86391,9.76582,Equatorial Guinea,Equatorial Guinea,correct location
3388,3400,01/03/1987,1987,01:45,"Abidjan, Ivory Coast",Varig,Abidjan - Rio de Janeiro,Boeing B-707-379C,Boeing,PP-VJK,19822/726,51.0,39.0,12.0,50,38.0,12.0,0.0,The plane crashed in the jungle while returning to Abidjan after taking off with the No. 1 engine on fire.,"(5.30966, -4.01266)",5.30966,-4.01266,Ivory Coast,Côte d'Ivoire,not correct location
3389,3401,01/13/1987,1987,13:30,"Asmara, Ethiopia",Military - Ethiopian Air Force,Asrmara - Addis Ababa,Antonov AN-12,Antonov,,,54.0,49.0,5.0,54,49.0,5.0,0.0,Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction.,"(15.33805, 38.93184)",15.33805,38.93184,Ethiopia,Eritrea,not correct location
3390,3402,01/15/1987,1987,12:52,"Salt Lake City, Utah",Skywest Airlines / Private.,Pocatello - Salt Lake City,Swearingen SA-226TC / Mooney M-20C,Swearingen,N163SW / N6485U,TC-327 /,10.0,8.0,2.0,10,8.0,2.0,0.0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.  Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air traffic control system to provide collision protection.","(40.773201, -111.933984)",40.773201,-111.933984,United States,United States,correct location
3391,3403,01/16/1987,1987,08:11,"Tashkent, Uzbekistan",Aeroflot,Tashkent - Shahrizyabz,Yakovlev YAK-40,Yakovlev,CCCP-87618,9131918,9.0,5.0,4.0,9,5.0,4.0,0.0,"While taking off, the aircraft banked sharply to the left and crashed. Encounted a wake vortex from another aircraft.","(41.26465, 69.21627)",41.26465,69.21627,Uzbekistan,Uzbekistan,correct location
3392,3404,02/06/1987,1987,,"Papua, New Guinea",Talair,Rabaul - Hoskins,Embraer 110P2 Bandeirante,Embraer,P2-RDM,110-262,17.0,15.0,2.0,14,12.0,2.0,0.0,Ditched into the sea in poor weather conditions.,"(-5.695438, 143.910495)",-5.695438,143.910495,New Guinea,Papua New Guinea,not correct location
3393,3405,02/09/1987,1987,11:30,"Khost, Afghanistan",Military - Afghan Republican Air Force,Khost - Kabul,Antonov AN-26,Antonov,,,36.0,30.0,6.0,36,30.0,6.0,0.0,Shot down by a Stinger missile by Afghan guerillas.,"(33.349518, 69.824158)",33.349518,69.824158,Afghanistan,Afghanistan,correct location
3394,3406,03/04/1987,1987,14:34,"Detroit, Michigan",Northwest Airlink,Cleveland - Detroit,CASA 212 Aviocar 200,CASA,N160FB,160,22.0,20.0,2.0,9,7.0,2.0,0.0,"While approaching to land the plane suddenly yawed to the left, rolled right and struck ground left of the runway. It then skidded into 3 ground vehicles and caught fire. The captain's inability to control the airplane in an attempt to recover from an asymmetric power condition at low speed following his intentional use of the beta mode of propeller operation to descend and slow the airplane rapidly on final approach for landing. The fatalities were attributed to a post crash fire, lack of fire-blocking material, and poorly designed aircraft components. Improper use of powerplant controls. Improper maintenance adjustment.","(42.398648, -83.164558)",42.398648,-83.164558,United States,United States,correct location
3395,3407,03/06/1987,1987,19:10,"Almaty, Kazakhstan",Aeroflot,	Biysk - Alma-Ata,Antonov An-26,Antonov,CCCP-26007,9901,9.0,4.0,5.0,9,4.0,5.0,0.0,The cargo plane struck the side of a mountain while setting up for the approach. The ATC didn't monitor the plane for at least  2 minutes after observing the plane taking a wrong course. When the ATC tried to contact the plane to tell them of the mistake the crew never responded because communications in the vicinity of the mountain blocked the signal.,"(43.25654, 76.92848)",43.25654,76.92848,Kazakhstan,Kazakhstan,correct location
3396,3408,03/13/1987,1987,,"Spokane, Washington",Military - U.S. Air Force,Training,Boeing KC-135,Boeing,60-0361,18136/475,6.0,0.0,6.0,6,0.0,6.0,1.0,Stalled and went into a spin during a low-level refueling practice. The stall was propagated by the wake of a B-52.,"(47.660011, -117.4058)",47.660011,-117.4058,United States,United States,correct location
3397,3409,03/21/1987,1987,13:55,"Mount San Gorgonio, California",California Air National Guard,,F-4C Phantom jet fighter,McDonnell Douglas,64-0923,1403,2.0,0.0,2.0,2,0.0,2.0,0.0,"Dean Paul ""Dino"" Martin, 35, son of entertainer Dean Martin was killed when the Phantom jet he was piloting crashed into the San Bernardino Mountains. Permission was given by March Air Force Base ATC to perform a ""maximum climb"" takeoff. The aircraft was seen disappearing into a scattered cloud ceiling at 4,700 feet.  Radar contact was lost 9 minutes into the flight. The crash site was found on the 3rd day of searching in the San Bernardino Mountains. An investigation revealed the aircraft flew, inverted, into a solid wall of granite between two mountain peaks at an altitude of 3,750 feet  and at an estimated speed of 560 mph. The aircraft was literally pulverized into the granite. The ""maximum climb"" takeoff, g forces associated with this type of flight and the dense cloud cover negatively affected the pilots ability to know his position and aircraft attitude.","(37.728159, -122.463075)",37.728159,-122.463075,United States,United States,correct location
3398,3410,03/30/1987,1987,11:00,"Parachinar, Pakistan",Military - Afghan Republican Air Force,Kaboul-Khost,Antonov AN-26,Antonov,,,40.0,36.0,4.0,40,36.0,4.0,0.0,Shot down by a Pakistani F-16 jet fighter firing an air-to-air missile.,"(33.899183, 70.100827)",33.899183,70.100827,Pakistan,Pakistan,correct location
3399,3411,04/04/1987,1987,14:40,"Medan-Polonia, Indonesia",Garuda Indonesia Airlines,Banda Aceh - Medan,McDonnell Douglas DC-9-32,McDonnell Douglas,PK-GNQ,47741/836,45.0,37.0,8.0,27,23.0,4.0,0.0,The aircraft crashed on approach during heavy rain after hitting an antenna. Windshear.,"(3.572702, 98.673415)",3.572702,98.673415,Indonesia,Indonesia,correct location
3400,3412,04/13/1987,1987,21:55,"Kansas City, Kansas",Burlington Air Express,Wichita - Kansas City,Boeing 707-351C,Boeing,N144SP,19209/510,4.0,1.0,3.0,4,1.0,3.0,0.0,The cargo plane flew into the ground short of the runway despite warnings from the controller. Improper IFR procedure. Disregarded decision height. Disregarded warnings.,"(39.106581, -94.731189)",39.106581,-94.731189,United States,United States,correct location
3401,3413,04/23/1987,1987,19:35,"Wilmington, North Carolina",Air-Lift Commuter,Wilmington - Lumberton,Swearingen SA-26TC Metro II,Swearingen,N505LB,TC-202,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane lost the No. 2 engine while taking off and crashed into trees and caught fire. Poor in-flight planning. Emergency procedures not followed. The right engine did not have the latest welding process and failed causing a uncontained turbine failure.,"(34.209198, -77.871911)",34.209198,-77.871911,United States,United States,correct location
3402,3414,05/05/1987,1987,,"Malakal, Sudan",Sasco Air Lines,Malakal-Khartoum,Cessna 404 Titan II,Cessna,ST-AIJ,404-0612,14.0,12.0,2.0,14,12.0,2.0,0.0,Shot down by rebels shortly after taking off.,"(9.53342, 31.66048)",9.53342,31.66048,Sudan,South Sudan,not correct location
3403,3415,05/08/1987,1987,06:50,"Mayaguez, Puerto Rico",American Eagle,"San Juan, PR - Mayaguez, PR",CASA 212 Aviocar 200,CASA,N432CA,271,6.0,4.0,2.0,2,0.0,2.0,0.0,Improper maintenance in setting propeller flight idle blade angle and engine fuel flow resulting in a loss of control from an asymmetric power condition. A factor contributing to the accident was the pilot's unstabilized visual approach.,"(18.20151, -67.139711)",18.20151,-67.139711,Puerto Rico,United States,not correct location
3404,3416,05/09/1987,1987,11:12,"Warsaw, Poland",LOT Polish Airlines,Warsaw - New York City,Ilyushin IL-62M,Ilyushin,SP-LBG,3344942,183.0,172.0,11.0,183,172.0,11.0,0.0,"The No. 2 engine failed, causing an engine fire, cabin decompression, damage to the  No. 1 engine, loss of  elevator control and damage to the electrical system. A fire in the cargo hold was not detected because of damage to the fire warning system. While attempting to return to Warsaw and attempting a turn to land, the aircraft crashed into a forest, 9 miles short of the runway. The cause of the engine failure was an overheated bearing. The aircraft was named Tadeusz Kosciuszko.","(52.237695, 21.005427)",52.237695,21.005427,Poland,Poland,correct location
3405,3417,05/11/1987,1987,18:00,"Pickle Lake, Ontario, Canada",Air Manitoba,Big Trout - Pickle Lake,Douglas C-47B,Douglas,C-FADD,26324,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane lost the left wing while in a holding pattern. The left wing failed under normal flight loads as a result of a fatigue crack in the center section lower wing skin. Anomalies in the radiographs taken during mandatory non-destructive testing inspections were not correctly interpreted.,"(51.472648, -90.148095)",51.472648,-90.148095,Canada,Canada,correct location
3406,3418,05/20/1987,1987,,"Santa Cruz, Bolivia",YPFB Transportes Aereos,Camiri - Santa Cruz,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,CP-1018,363,16.0,13.0,3.0,14,11.0,3.0,0.0,Crashed into high terrain in poor weather.,"(-17.33367, -61.958507)",-17.33367,-61.958507,Bolivia,Bolivia,correct location
3407,3419,05/23/1987,1987,,"Ruteng, Indonesia",Merpati Nusantara Airlines,,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,PK-NUW,474,8.0,6.0,2.0,8,6.0,2.0,0.0,Crashed into a ditch while attempting to land at Ruteng.,"(-8.608063, 120.465244)",-8.608063,120.465244,Indonesia,Indonesia,correct location
3408,3420,05/25/1987,1987,,"Ilaga, Indonesia",Missionary Aviation Fellowship,,de Havilland Canada DHC-6 Twin Otter 100,deHavilland,PK-MAM,76,30.0,29.0,1.0,7,6.0,1.0,0.0,Crashed into a ravine while attempting to land.,"(13.8243, 5.53165)",13.8243,5.53165,Indonesia,Nigeria,not correct location
3409,3421,06/11/1987,1987,06:30,"Khost, Afghanistan",Bakhtar Afghan Airlines,Khost-Kaboul,Antonov AN-26,Antonov,YA-BAL,14105,53.0,48.0,5.0,53,48.0,5.0,0.0,Shot down by rebel forces with a surface-to-air missile.,"(33.349518, 69.824158)",33.349518,69.824158,Afghanistan,Afghanistan,correct location
3411,3423,06/19/1987,1987,11:22,"Berdiansk, USSR",Aeroflot,	Odessa - 	Berdyansk,Yakovlev YAK-40,Yakovlev,CCCP-87826,9241824,29.0,24.0,5.0,8,6.0,2.0,0.0,"The aircraft landed at a high rate of speed and a go-around was initiated but then aborted. The aircraft overran the runway, crashed into trees and caught fire.","(46.772378, 36.782777)",46.772378,36.782777,USSR,Ukraine,not correct location
3412,3424,06/21/1987,1987,,"Heho, Burma",Burma Airways,Heho - Mong Hsat,Fokker F-27 Friendship 200,Fokker,XY-ADP,10357,45.0,41.0,4.0,45,41.0,4.0,0.0,"Crashed into mountains at 8,200 ft. 20 minutes after leaving Heho.","(-0.84199, 37.12176)",-0.84199,37.12176,Burma,Kenya,not correct location
3413,3425,06/26/1987,1987,11:03,"Baguio, Philippines",Philippine Air Lines,Manila - Baguio,Hawker Siddeley HS-748-209 Srs. 2,Hawker Siddeley,RP-C1015,1637,50.0,46.0,4.0,50,46.0,4.0,0.0,The aircraft crashed into Mt. Ugu in monsoon rains and heavy fog while preparing to land at Baguio.,"(16.394867, 120.612399)",16.394867,120.612399,Philippines,Philippines,correct location
3414,3426,07/01/1987,1987,,"Fort Bragg AFB, North Carolina",Military - U.S. Air Force,,Lockheed C-130E Hercules,Lockheed,68-10945,4325,6.0,0.0,6.0,4,0.0,4.0,1.0,"The aircraft was doing a drop and pulled up too late. The airplane skidded 1,000 yards down a dirt runway and struck a military vehicle, killing an Army soldier. The plane then impacted trees and broke up.","(35.139, -79.00603)",35.139,-79.00603,United States,United States,correct location
3415,3427,07/24/1987,1987,,"Geneva, Switzerland",Air Afrique,Brazzaville - Paris,McDonnell Douglas DC-10-30,McDonnell Douglas,,,163.0,,,1,,,0.0,"Hijacked while en route from Rome, Italy to Paris, France. The hijacker killed one male passenger when the plane landed at Cointrin Airport in Switzerland to refuel, after which the plane was stormed by security personnel.","(46.201511, 6.143889)",46.201511,6.143889,Switzerland,Switzerland,correct location
3416,3428,07/30/1987,1987,17:03,"Mexico City, Mexico",Belize Air International Ltd.,Mexico City - Miami,Boeing B-377 Stratofreighter,Boeing,HI-481,16687,12.0,10.0,2.0,5,4.0,1.0,44.0,The cargo plane crashed on a roadway into a restaurant after taking off  in adverse weather conditions. Overloaded. Cargo shifted on takeoff.,"(19.371422, -99.150344)",19.371422,-99.150344,Mexico,Mexico,correct location
3417,3429,08/04/1987,1987,,"Calama, Chile",LAN,Santiago - Calama,Boeing B-737-2A1,Boeing,CC-CHJ,22602,33.0,30.0,3.0,2,2.0,0.0,0.0,"The landing gear failed after the aircraft touched down 520 meters short of the runway, broke in two and caught fire.","(36.46214, 7.42608)",36.46214,7.42608,Chile,Algeria,not correct location
3418,3430,08/16/1987,1987,20:46,"Romulus, Michigan",Northwest Airlines,"Detroit, MI - Phoenix, AZ",McDonnell Douglas MD-82,McDonnell Douglas,N312RC,48090/1040,155.0,149.0,6.0,154,148.0,6.0,2.0,"The aircraft stalled and crashed during takeoff from Detroit Metropolitan Wayne County Airport. After liftoff, the wings of the airplane rolled to the left and right  and then the aircraft collided with obsticales northeast of the runway when the left wing struck light poles and the roof of a rental car agency. A 4-year-old girl, Cecilia Cichan, was the only survivor. Slats and flaps not extended. Crew's failure to use taxi checklist to ensure flaps and slats were extended. Lack of electrical power to the aircraft takeoff warning system. The unit may have been turned off by pilot due to nuisance alarms.Cecelia is now married and earned a Psychology degree from the University of Alabama. Although she has made no public statements or attended annual memorial services regarding the tragic crash, she corresponds with some of the crash victimsâ loved ones.","(35.053141, -89.698109)",35.053141,-89.698109,United States,United States,correct location
3419,3431,08/31/1987,1987,15:36,"Ko Phuket, Thailand",Thai Airways,Hat Yai - Phuket,Boeing B-737-2P5,Boeing,HS-TBC,22267/685,83.0,74.0,9.0,83,74.0,9.0,0.0,The aircraft stalled and crashed into the ocean after the crew's attention was diverted to concern over another aircraft. Failure of the crew to monitor their airspeed. The pilot added power and raised the gear after the stick shaker activated but did not execute a recovery before hitting the sea.,"(7.95238, 98.32878)",7.95238,98.32878,Thailand,Thailand,correct location
3420,3432,09/08/1987,1987,,"Carajas, Brazil",Military - Brazilian Air Force,,Hawker Siddeley HS-125-403B,Hawker Siddeley,FAB2129,25290,9.0,7.0,2.0,9,7.0,2.0,0.0,Crashed during takeoff.,"(-24.463874, -53.420932)",-24.463874,-53.420932,Brazil,Brazil,correct location
3421,3433,09/13/1987,1987,,"Kunduz, Afghanistan",Aeroflot,Kaboul-Kunduz,Antonov AN-26,Antonov,,,15.0,13.0,2.0,15,13.0,2.0,0.0,Shot down by Afghan rebels on approach.,"(36.884389, 68.763242)",36.884389,68.763242,Afghanistan,Afghanistan,correct location
3422,3434,09/21/1987,1987,09:05,"Luxor, Egypt",EgyptAir,Training,Airbus A.300B4-203,Airbus,SU-BCA,115,5.0,0.0,5.0,5,0.0,5.0,0.0,"The plane landed too far down the runway, overran the runway, struck runway lights went through a fence and broke up.","(25.69893, 32.6421)",25.69893,32.6421,Egypt,Egypt,correct location
3423,3435,10/11/1987,1987,,"El Poleo, Colombia",Aeroejecutivos Colombia,,de Havilland Canada DHC-6 Twin Otter 310,deHavilland,HK-2920,419,9.0,7.0,2.0,2,0.0,2.0,0.0,The aircraft crashed while attempting to make an emergency landing.,"(16.85028, -97.64194)",16.85028,-97.64194,Colombia,Mexico,not correct location
