,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
2091,2092,2103,09/04/1964,1964,19:00,"Near Vaong Nong, Thailand",Military - Royal Thai Air Force,Khoke Kathiam - Vaong Nong,Douglas C-47,Douglas,,,34.0,,,28,,,0.0,Struck a tree and crashed during a nighttime landing attempt.,"(15.283668, 102.331904)",15.283668,102.331904,11.185030235713993,105.56318731796958
2092,2093,2104,09/04/1964,1964,16:34,"Pico da Caledonia, Brazil",VASP,Vitoria - Rio de Janeiro,Vickers Viscount 710C,Vickers,PP-SRR,066,39.0,34.0,5.0,39,34.0,5.0,0.0,Crashed into Mt. Nova. Deviated off course for unknown reasons.,"(37.7944, -25.61866)",37.7944,-25.61866,38.42943524042541,-26.358009572990667
2093,2094,2105,09/15/1964,1964,17:51,"Near Condoto, Colombia",AVIANCA,Condoto - Medellin,Douglas C-47A,Douglas,HK-319,19680,2.0,0.0,2.0,2,0.0,2.0,0.0,"The cargo plane touched down, bounced twice, climbed and crashed. Improperly loaded cargo.","(5.09351, -76.64973)",5.09351,-76.64973,4.676640546342793,-72.74787922875025
2094,2095,2106,10/02/1964,1964,,"Addis Ababa, Ethiopia",Interocean,"Dublin, Ireland - Addis Ababa",Lockheed L-749A-79 Constellation,Lockheed,LX-IOK,2562,7.0,0.0,7.0,1,0.0,1.0,0.0,The cargo plane left the runway and crashed while landing.,"(9.018947, 38.746032)",9.018947,38.746032,8.698716895649618,36.63530181820525
2095,2096,2107,10/02/1964,1964,05:45,"Near Trevelez, Granada, Spain",Union des Transportes Aeriens,Palma de Mallorca - Port Etienne,Douglas DC-6B,Douglas,F-BHMS,44062/384,80.0,73.0,7.0,80,73.0,7.0,0.0,"About an hour and a half after departing Palma de Mallorca the airliner crashed into Mt. Alcazaba, 20 miles SSE of Granada. Deviated off course. Cause unknown.","(37.00037, -3.26544)",37.00037,-3.26544,36.92819933672651,-3.993339242585048
2096,2097,2108,10/09/1964,1964,20:26,"Near Sibiu, Romania",Tarom,Timisoara - Bucharest,Ilyushin IL-14,Ilyushin,YR-ILB,146000926,32.0,28.0,4.0,32,28.0,4.0,0.0,"En route, the airplane encountered strong downdrafts and severe turbulences, causing the fuselage to fail.","(45.793252, 24.149178)",45.793252,24.149178,46.77694506404916,22.810152978862668
2097,2098,2109,10/19/1964,1964,11:35,"Near Belgrade, Yugoslavia",Military - Soviet Air Force,Moscow - Belgrade,Ilyushin IL-18,Ilyushin,CCCP-75668,183 0057 04,33.0,29.0,4.0,33,29.0,4.0,0.0,"Instructed to land at Belgrade from the west, the aircraft was too low and off course when it hit Avala Hill, 600 ft. below the peak, exploding in flames.","(44.782449, 20.46444)",44.782449,20.46444,43.20141554412893,21.129844668199343
2098,2099,2110,11/03/1964,1964,11:10,"Branson, Colorado",Mustang Aviati,,Beechcraft C45G,Beechcraft,N2849G, AF-383,5.0,4.0,1.0,5,4.0,1.0,0.0,Crashed while en route after pilot continued VFR flight into adverse weather conditions.,"(36.717688, -93.279074)",36.717688,-93.279074,38.607545282206516,-87.44442788268877
2099,2100,2111,11/15/1964,1964,20:25,"Las Vegas, Nevada",Bonanza Airlines,Phoenix - Las Vegas,Fairchild F-27A,Fairchild,N745L,0029,29.0,26.0,3.0,29,26.0,3.0,0.0,"The aircraft crashed  into rising terrain 9.7 miles south southwest of Mc Carran Field in a snowstorm during an approach to the airport. Captain's misinterpretation of approach charts leading to premature descent below obstructing terrain. After years of legal court battles, a U.S. District Court Judge concluded that the landing charts provided by Jeppesen were the main cause of the accident.","(36.190364, -115.279104)",36.190364,-115.279104,36.348525444285364,-117.9428583019092
2100,2101,2112,11/17/1964,1964,18:55,"Off Argentia, Newfoundland, Canada",Military - U.S. Navy,Training,Lockheed P-3A,Lockheed,151362,185-5075,10.0,0.0,10.0,10,0.0,10.0,0.0,Crashed into the ocean while on maneuvers.,"(47.290224, -53.991765)",47.290224,-53.991765,44.45030375987235,-55.746896128307085
2101,2102,2113,11/20/1964,1964,21:14,"Angelholm, Sweden",Linjeflyg,Stockholm - Hultsfred - Halmstad - Ãngelholm,Convair CV-440,Convair,SE-CCK,195,43.0,39.0,4.0,31,29.0,2.0,0.0,Descended prematurely struck the ground 2 km short of  the runway. Crew mistook lights perpendicular to the runway for runway lights and descended prematurely.,"(56.242601, 12.872034)",56.242601,12.872034,51.13384733565857,14.083445300165206
2102,2103,2114,11/23/1964,1964,14:09,"Rome, Italy",Trans World Airlines,Rome - Athens,Boeing B-707-331,Boeing,N769TW,17685/123,73.0,62.0,11.0,50,45.0,5.0,0.0,The captain decided to abort the takeoff after the No. 4 engine pressure ratio read zero thrust and the amber warning light indicating thrust reversal of No. 2 engine came on. The speed was below V1. The aircraft continued to travel past the runway limit and the No. 4 engine struck a steam roller. The aircraft burst into flames. Malfunction of the No. 2 engine reverse thruster. The malfunction allowed in the development of forward thrust by No. 2 engine even though all four levers were in the reverse position.,"(41.878243, 12.528091)",41.878243,12.528091,41.32875044516025,13.801314564653453
2103,2104,2115,11/29/1964,1964,19:20,"Leopoldville, Democratic Republic of the Congo",Air Congo (BIAS)?,Stanleyville - Kamina,Douglas DC-4,Douglas,OO-DEP,18384,14.0,11.0,3.0,6,3.0,3.0,0.0,"While taking off, the aircraft struck an empty fuel drum on the runway which tore away the right stabilizer. The plane lifted off the ground but lost control and crashed.","(-4.33189, 15.2586)",-4.33189,15.2586,-5.4430882255919055,13.731171427436953
2104,2105,2116,12/08/1964,1964,10:48,"Tripuani, Bolivia",Aerolineas Abaroa,Tipuani - La Paz,Douglas DC-3,Douglas,CP-639,7375,17.0,13.0,4.0,17,13.0,4.0,0.0,The plane crashed in the Andes Mountains after an explosion blew off the tail of the aircraft. Detonation of a bomb in the tail section of the passenger cabin. A suicide-for-insurance plot was suspected.,"('', '')",,,,
2105,2106,2117,12/11/1964,1964,,"Near Da Nang, South Vietnam",Military - Vietnamese Air Force,,Fairchild C-123,Fairchild,,,38.0,32.0,6.0,38,32.0,6.0,0.0,Hit a mountain shortly after taking off exploding in flames.,"(16.06778, 108.22083)",16.06778,108.22083,17.56260454110403,110.8338900135067
2106,2107,2118,12/21/1964,1964,18:40,"Near Kaliba, Philippines",Fleming Airways System Transport,Kalibo - Manila,Douglas DC-3,Douglas,PI-C569,20396,39.0,36.0,3.0,1,1.0,0.0,0.0,"After losing the No. 1 engine the pilot decided to return to Kalibo but could not land do to poor weather. He attempted to divert to Bacolod but could not climb to avoid terrain and crashed into a fish pond while attempting to ditch in the sea.  Failure to maintain safe single engine speed and altitude following failure of the left engine. The precipitation and poor visibility prevailing at the time of the accident over Kalibo and its vicinity and the failure on the part of the maintenance personnel to take action to correct discrepancies logged in the aircraft log-book, individually or collectively contributed to the cause of the accident.","(22.785304, 83.876558)",22.785304,83.876558,25.08981954139726,82.84103486509346
2107,2108,2119,12/24/1964,1964,00:31,"Near San Francisco, California",Flying Tiger Line,San Francisco - New York,Lockheed L-1049H Super Constellation,Lockheed,N6915C,4812,3.0,0.0,3.0,3,0.0,3.0,0.0,"The cargo plane flew off course and struck a mountain in the San Bruno range. The pilot, for undetermined reasons, deviated from departure course into an area of rising terrain where downdraft activity and turbulence affected the climb capability of the aircraft sufficiently to prevent terrain clearance.","(37.778008, -122.431272)",37.778008,-122.431272,42.65654849005064,-121.77997880789395
2108,2109,2120,12/24/1964,1964,,"Yurimaguas, Peru",SATCO,,Douglas DC-3,Douglas,OB-XAU,14541/25986,23.0,22.0,1.0,1,0.0,1.0,0.0,Cashed on takeoff.,"(-5.9, -76.08333)",-5.9,-76.08333,-8.823039821501057,-77.79214411229923
2109,2110,2121,12/29/1964,1964,,"Near Turrialba, Costa Rica",Lineas AÃ©reas Sud Americana,Guatemala City - Panama City,Curtiss C-46,Curtiss,CC-CAN,,5.0,0.0,5.0,5,0.0,5.0,0.0,The cargo plane crashed on slope of the Turrialba Volcano while en route.,"(9.90467, -83.68352)",9.90467,-83.68352,9.288807153155396,-83.54848913799819
2110,2111,2122,12/30/1964,1964,02:14,"Detroit, Michigan",Zantop Air Transport,Cleveland - Detroit - Denver,Curtis C-46A,Curtiss,N608Z,30328,4.0,2.0,2.0,4,2.0,2.0,0.0,The cargo plane veered off course and struck trees while attempting to land.  Loss of control during night instrument approach in adverse weather for undetermined reasons.,"(42.398648, -83.164558)",42.398648,-83.164558,41.31979690846384,-82.56162976385671
2111,2112,2123,01/02/1965,1965,09:57,"Near Darwaza, Russia",Aeroflot, Darwaza - Ashgabat,Lisunov LI-2,GAZ,CCCP-63842,6401,24.0,22.0,2.0,24,22.0,2.0,0.0,The plane took off and crashed. Fuel starvation. Fuel selector positioned to an empty tank.,"(33.84083, 72.21139)",33.84083,72.21139,34.396506831313,71.85272574114862
2112,2113,2124,01/03/1965,1965,21:03,"Alma-Ata, Kazakhstan",Aeroflot / Kazakhstan,Semipalatinsk - Alma-Ata,Ilyushin IL-18B,Ilyushin,CCCP-75685,189001105,103.0,95.0,8.0,64,61.0,3.0,0.0,"During the approach the weather was below minima, but the crew was not aware of this. The plane deviated off course and the controller instructed the crew to execute a go-around but the captain continued the approach. The airplane struck the ground 75m short and to the right of the runway, crossed a ditch and struck trees.","(43.25654, 76.92848)",43.25654,76.92848,44.1111028557931,77.5437645708528
2113,2114,2125,01/16/1965,1965,09:30,"Wichita, Kansas",Military - U.S. Air Force,,Boeing KC-135A,Boeing,57-1442,17513,7.0,0.0,7.0,7,0.0,7.0,23.0,"Shortly after taking off, the aircraft made a left bank attempting to return to McConnell Air Force Base and transmitted a distress message. Soon after, the plane crashed to the ground in a nose-down attitude into houses. Remains of a parachute were found in the No. 1 engine which may have led to an asymmetrical thrust condition. A preceding B-52 may have blown a drag chute from a F-105 Thunderchief against the departing KC-135. The drag chute had been accidently left on the runway.","(37.687288, -97.338469)",37.687288,-97.338469,38.313035800097545,-97.72086796601253
2114,2115,2126,01/17/1965,1965,90:0,"Near Durango, Mexico",Aerovias del Norte,Durango  Zapotes,Curtiss C-46,Curtiss,XA-NUT,5960,10.0,7.0,3.0,10,7.0,3.0,0.0,Crashed while attempting to land and caught fire.,"(24.026912, -104.650288)",24.026912,-104.650288,20.442858692670384,-102.40857989193002
2115,2116,2127,01/22/1965,1965,,Mt. Helmos. Greece,Military - U.S. Air Force,Aviano - Athens,Douglas C-124C,Douglas,52-1058,43967,10.0,0.0,10.0,10,0.0,10.0,0.0,"In poor visibility, struck Mt Helmos located near KalÃ¡vryta, 40 km southeast of Patras.","(41.121678, 24.747063)",41.121678,24.747063,41.27312173625555,24.12587719365072
2116,2117,2128,02/06/1965,1965,08:36,"San Jose Volcano, Chile",LAN,Santiago - Buenos Aires,Douglas DC-6B,Douglas,CC-CCG-104,45513/1004,87.0,80.0,7.0,87,80.0,7.0,0.0,"After an improper climb, the aircraft flew into a 12,000 ft. mountain in the La Melosas area of the Andes. Crew did not follow flight plan for climbing out of Santiago.","(37.354559, -121.883844)",37.354559,-121.883844,39.050080319962674,-120.80712450806479
2117,2118,2129,02/08/1965,1965,18:26,"Off Jones Beach, New York, New York",Eastern Air Lines,New York City - Richmond VA,Douglas DC-7B,Douglas,N849D,45455/981,84.0,79.0,5.0,84,79.0,5.0,0.0,"The aircraft crashed shortly after taking off after taking evasive action to avoid  Pan American Flight 212, a  Boeing-707, that was planning to land. The aircraft were separated vertically by approximately 1,000 feet although this was not known to the  controllers involved. The EAL captain had the illusion that a potential collision course existed. As a result of this illusion, a descent was initiated. In this circumstance the DC-7 was placed in an unusual attitude, resulting in spatial disorientation of the crew. Placement of the two aircraft on a near head on course which prompted the EAL plane to make an evasive maneuver from which the pilots could not recover.","(43.3745, -78.14808)",43.3745,-78.14808,45.639168941938436,-79.97593742734013
2118,2119,2130,02/13/1965,1965,04:20,"Miami, Florida",Aerolineas El Salvador,,Curtiss C-46A,Curtiss,YS-012C,127,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane lost the No. 1 engine on takeoff. The prop could not be feathered and the plane crashed. Fatigue fracture of the crankshaft. Inadequate maintenance and inspection.,"(10.987333, -74.784913)",10.987333,-74.784913,14.78157305987163,-78.96037406275177
2119,2120,2131,02/13/1965,1965,10:22,"Near Shirinbulak, Azerbaijan",Aeroflot,Yevlakh - Nuha,Ilyushin IL-14P,Ilyushin,CCCP-52003,602112,23.0,19.0,4.0,23,19.0,4.0,0.0,Crashed. Crew error. Premature descent.,"('', '')",,,,
2120,2121,2132,03/02/1965,1965,07:45,"Near Aradan, Russia",Aeroflot,,Li-2,GAZ,CCCP-54971,23442810,31.0,27.0,4.0,31,27.0,4.0,0.0,Crashed into mountainous area while en route. Failure of the rudder assembly.,"(35.22627, 52.47757)",35.22627,52.47757,32.865919664273825,54.21567711002582
2121,2122,2133,03/08/1965,1965,10:30,"Libmanan, Philippines",Fairways (Filipinas Orient Airways),Manila - Naga,Douglas DC-3,Douglas,PI-C948,4892,12.0,9.0,3.0,10,7.0,3.0,0.0,Crashed and burned on a forested mountain slope on Mt. Tangcong Vaca. Misjudgment of clearance with the ground by the crew which resulted in collision with trees.,"(13.66667, 122.98333)",13.66667,122.98333,14.563242801706341,124.81927061723958
2122,2123,2134,03/08/1965,1965,11:35," Kuibyshev , Russia",Aeroflot,Kuibyshev - Rostov-on-Don,Tupolev Tu-124V,Tupolev,CCCP-45028,2350803,30.0,21.0,9.0,30,21.0,9.0,0.0,The plane crashed in a snowy field after taking off. Jamming of the elevator control and engine trouble.,"(53.230142, 50.223532)",53.230142,50.223532,52.897335563344804,52.0044954728803
2123,2124,2135,03/17/1965,1965,09:22,"Musquodoboit, Nova Scotia, Canada",Eastern Provincial Airways,Halifax - Sidney NS,Handley Page HPR-7 Herald 211,Handley Page,CF-NAF,160,8.0,5.0,3.0,8,5.0,3.0,0.0,Communication was lost with the aircraft soon after takeoff. Failure of corroded skin along the bottom center line of the aircraft which resulted in structural failure of the fuselage and aerial disintegration.,"(44.788286, -63.143581)",44.788286,-63.143581,46.58147035247457,-62.3126243815413
2124,2125,2136,03/20/1965,1965,13:13,"Khanty, Russia",Aeroflot,Tyumen - Khanty,Antonov AN-24,Antonov,CCCP-46764,47301301,47.0,42.0,5.0,43,42.0,1.0,0.0,"While attempting to land the plane  undershot the runway, hit a snowdrift, broke up and caught fire.","(61.604669, 66.754522)",61.604669,66.754522,59.2775491339578,66.47728922612465
2125,2126,2137,03/22/1965,1965,14:55,"Sugar Loaf Mountain, Colombia",AVIANCA,Bogota - Bucaramanga,Douglas C-47,Douglas,HK-109,4753,28.0,26.0,2.0,28,26.0,2.0,0.0,"Crashed into Pan de Azucar Peak, 35 nm from Bucaramanga. Flying under VFR in IFR conditions.","(36.129162, -81.859927)",36.129162,-81.859927,38.2294153373336,-81.25587721799538
2126,2127,2138,03/23/1965,1965,,"Off San Juan, Puerto Rico",Military - Royal Canadian Air Force,Training exercise,Canadair CP-107 MK-2,Canadair,20727,18,16.0,14.0,2.0,16,14.0,2.0,0.0,The plane was participating in U.S. - Canadian maneuvers.,"(-30.894837, -68.865461)",-30.894837,-68.865461,-32.00612199792561,-71.53187519280372
2127,2128,2139,03/26/1965,1965,,"Lowery Pass, Pakistan",Pakistan International Airlines,Peshawar - Chitral,Douglas C-47,Douglas,AP-AAH,12089,26.0,22.0,4.0,22,18.0,4.0,0.0,Crashed into a mountain  near the Lowari Pass.,"(32.770944, -97.185887)",32.770944,-97.185887,31.211093725093093,-99.46391543712453
2128,2129,2140,03/31/1965,1965,08:04,"Off Tangier, Morocco",Iberia Airlines,Malaga - Tangiers,Convair CV-440-62,Convair,EC-ATH,388,53.0,48.0,5.0,50,45.0,5.0,0.0,Stalled and crashed into the sea 10 nm off the coast of Tangier. Reason unknown.,"(35.75894, -5.829375)",35.75894,-5.829375,36.823803818147816,-5.40358294289444
2129,2130,2141,04/10/1965,1965,23:20,"Near Damascus, Syria",Alia Royal Jordanian Airlines,Beirut  - Amman,Handley Page Dart Herald 207,Handley Page,JY-ACQ,170,54.0,50.0,4.0,54,50.0,4.0,0.0,"The plane flew into a mountain at 4,200 ft after taking off from Beirut. Structural failure of the fuselage.","(33.5102, 36.29128)",33.5102,36.29128,31.45638210865532,33.42386621835969
2130,2131,2142,04/14/1965,1965,18:06,"Jersey, Channel Islands, UK",British United Airways,"Paris - Jersey , Channel Islands",Douglas C-47B,Douglas,G-ANTB,15762/27207,27.0,23.0,4.0,26,23.0,3.0,0.0,"The aircraft crashed on its second approach in deteriorating weather condtions, crashing 3,000 feet short of the runway. The aircraft struck the approach lighting when it was flown below the safe approach path during an approach to land in conditions of very low clouds and poor visibility. The pilot disregarded the approach ban applied by his operations manual.","(49.224297, -2.130418)",49.224297,-2.130418,48.339475420045574,-1.1621094697192078
2131,2132,2143,04/23/1965,1965,14:23,"Near Seattle, Washington",Aaxico Airlines,"Seattle, WA - Ogden, UT",Douglas DC-6A,Douglas,N6541C,45369/984,5.0,0.0,5.0,5,0.0,5.0,0.0,"The cargo plane flew into Mt. Rainier at 10,200 ft.  The improper correlation of the aircraft position with respect to obstructing terrain while continuing the flight on a VFR flight plan in instrument weather conditions.","(47.673455, -122.331537)",47.673455,-122.331537,46.52430057978682,-125.97182266323084
2132,2133,2144,05/05/1965,1965,21:17,"Tenerife, Canary Islands, Spain Canary Islands",Iberia Airlines,Madrid - Tenerife,Lockheed 1049G-55 Super Constellation,Lockheed,EC-AIN,4550,49.0,40.0,9.0,30,24.0,6.0,0.0,"The pilot, who saw the beginning of the runway clearly, but not the rest of it, decided to make a very low run after which he re-applied power for a go-around. After starting his go-around, the aircraft struck a tractor located 50 meters from the runway edge. Heavily damaged, the plane crashed on the western edge of the diversion canal of the Rodeo gorge. Decision not to divert to Las Palmas in view of the weather conditions.","(28.46824, -16.25462)",28.46824,-16.25462,31.116600672474092,-16.33966063842238
2133,2134,2145,05/20/1965,1965,23:48,"Cairo, Egypt",Pakistan International Airlines,Karachi - Dhahran - Cairo - Geneva - London,Boeing B-720-040B,Boeing,AP-AMH,18379,127.0,114.0,13.0,121,108.0,13.0,0.0,The aircraft  crashed during its approach.The plane descended during the approach at triple the normal rate until the aircraft struck the ground. The aircraft exceeded the recommended descent rate during the final stages of landing for reasons unknown.,"(30.079694, 31.323437)",30.079694,31.323437,30.239797379580352,29.728703945344964
2134,2135,2146,06/15/1965,1965,09:50,"Near Colombus, Georgia",Military - U.S. Army / Military - U.S. Army,,Bell UH-1D / Bell UH1D (helicopters),Bell,63-8760/63-8840,,18.0,,,18,,,0.0,"Two helicopters flying in formation, crashed in mid-air at Benning military base. Ten aboard 8760 and 8 aboard 8840 killed.","(41.303996, -72.918004)",41.303996,-72.918004,38.19566692843624,-73.20889734565893
2135,2136,2147,06/25/1965,1965,01:46,"Near Santa Ana, California",Military - U.S. Air Force,El Toro -  Honolulu - Okinawa,Boeing C-135A,Boeing,60-0373,18148,85.0,73.0,12.0,85,73.0,12.0,0.0,"Crashed shortly after taking off from El Toro Marine Corps Air Station bound for Okinawa. After attaining an altitude of 1,000 feet, the plane failed to make a left turn and flew into rising terrain. Cause unknown.","(13.99417, -89.55972)",13.99417,-89.55972,12.779512430057265,-89.63696288100999
2136,2137,2148,06/28/1965,1965,13:10,"San Francisco, California",Pan American World Airways,San Francisco - Hawaii,Boeing B-707-321B,Boeing,N761PA,18336,153.0,143.0,10.0,0,0.0,0.0,0.0,"Just after the aircraft took off from San Francisco International Airport, the No. 4 engine disintegrated tearing off 25 feet of the right wing. An emergency landing was safely made at Travis Air Force Base. A plane was dispatched to pick up the passengers at Travis Air Force Base. While attempting to land, and in plain view of the passengers, the nose gear collapsed. Improper turbine rotor positioning during engine assembly and the use of serviceable worn parts. The aircraft was named ""Clipper Friendship.""","(37.778008, -122.431272)",37.778008,-122.431272,41.088130741389215,-124.72673605554127
2137,2138,2149,07/01/1965,1965,05:29,"Kansas City, Missouri",Continental Airlines,"Los Angeles - Kansas City, MO",Boeing B-707-124,Boeing,N70773,17609/25,66.0,60.0,6.0,0,0.0,0.0,0.0,The aircraft slid off the end of the runway while landing and broke in two. Hydroplaning of the landing gear wheels which led to braking ineffectiveness.,"(39.106581, -94.731189)",39.106581,-94.731189,39.423277090387835,-96.30229464249732
2138,2139,2150,07/06/1965,1965,16:00,"Near Oxford, England",Military -Royal Air Force,,Handley Page Hastings C Mark 1,Handley Page,TG577,,41.0,35.0,6.0,41,35.0,6.0,0.0,"The plane, carrying paratroopers, climbed to 2,000 ft., made a left turn and crashed. Fatigue fracture of 2 bolts that attached the elevator to the horizontal stabilizer resulted in an abnormal pitch-up attitude and stall.","(51.746972, -1.228659)",51.746972,-1.228659,53.594102673995735,-0.8682271099789545
2139,2140,2151,07/07/1965,1965,01:30,"Cairo, Egypt",Military - Soviet Air Force,Cairo - Yamen,Antonov AN-12,Antonov,,,31.0,22.0,9.0,30,21.0,9.0,0.0,Crashed and burned after taking off from Almaza Airport.,"(30.079694, 31.323437)",30.079694,31.323437,32.06276879806347,31.606762429992706
2140,2141,2152,07/08/1965,1965,15:40,"Dog Creek, British Columbia, Canada",Canadian Pacific Air Lines,Vancouver - Whitehorse,Douglas DC-6B,Douglas,CF-CUQ,43844/334,52.0,46.0,6.0,52,46.0,6.0,0.0,The tail section separated from the fuselage after a bomb exploded in the passenger compartment.  It was believed a saboteur ignited a mixture of acid and gunpowder which may have been poured into the toilet in a suicide-for-insurance scheme.,"(35.10093, -94.85134)",35.10093,-94.85134,36.02308161319718,-92.22441474725758
2141,2142,2153,07/11/1965,1965,22:22,"Off Nantucket, Massachusetts",Military - U.S. Air Force,Otis AFB,EC-121H (Super Constellation),Lockheed,55-1036,4409,19.0,15.0,4.0,16,13.0,3.0,0.0,"The aircraft experienced a lost of the No. 2 engine followed by a fire in the No. 3 engine and ditched in the North Atlantic, 100 miles northeast of Nantucket, in zero-zero weather.","(41.281612, -70.101998)",41.281612,-70.101998,38.73746374961166,-66.10798133706284
2142,2143,2154,07/15/1965,1965,17:05,"St. Thomas, Virgin Islands",Virgin Islands Airways,,de Havilland 106A,deHavilland,N6503D,,12.0,11.0,1.0,8,7.0,1.0,0.0,The plane crashed into the water shortly after taking off. The pilot failed to maintain flying speed after lifting off prematurely. Failed to abort takeoff. Selected wrong runway relative to wind. Improperly loaded aircraft.,"(17.955431, -76.472843)",17.955431,-76.472843,15.462710866047578,-77.11045529676016
2143,2144,2155,07/25/1965,1965,07:40,"Near Libacao, Philippines",Military - Philippine Air Force,Hong Kong - Da Nang,Douglas C-47,Douglas,777,,37.0,30.0,7.0,37,30.0,7.0,0.0,"Crashed and burned on Penay Island on a domestic flight. The plane hit Mt. Madiac at 7,000 ft. in rain, wind and low clouds.","(11.41667, 122.31667)",11.41667,122.31667,14.92354708642213,122.58904023192686
2144,2145,2156,08/04/1965,1965,23:34,"Panama City, Panama",Rutas Internacionales Peruanes,Panama City - Miami,Douglas C-54D,Douglas,OB-R-769,10826,7.0,4.0,3.0,7,4.0,3.0,0.0,The No. 2 engine of the cargo plane caught fire while it was taking off. A fire and a fuel tank explosion caused the plane to descend uncontrollably and crash.,"(8.9936, -79.51973)",8.9936,-79.51973,6.429214102752928,-80.04772891742434
2145,2146,2157,08/12/1965,1965,11:00,"Near Cuiaba, Brazil",Paraense Transportes AÃ©reos,Mato Grosso - Porto Velho,Curtiss C-46A,Curtiss,PP-BTH,30571,13.0,10.0,3.0,13,10.0,3.0,0.0,"About 30 minutes after taking off, the aircraft turned back to Mato Grosso with its left engine on fire. While over Buracao, it's left wing and engine broke away from the fuselage and it crashed to the ground.","(-15.579321, -56.10009)",-15.579321,-56.10009,-16.532059538920826,-54.17218318092919
2146,2147,2158,08/16/1965,1965,20:21,"Lake Michigan, near Chicago, Illinois",United Air Lines,New York City - Chicago,Boeing B-727-22,Boeing,N7036U,18328/146,30.0,24.0,6.0,30,24.0,6.0,0.0,"The plane crashed into Lake Michigan 19.5 miles east of Lake Forest, Illinois during  an approach and while descending from FL 350. The aircraft made a continuous descent at an average rate of approximately 2,000 feet per minute from 35,000 feet to impact with the water in a clean flight configuration. Officially, a cause could not be determined. The aircraft was dispatched illegally without an operating CVR. Possible misread altimeter. The crew could have read the altimeter as 16,000 instead of  6,000 ft. and continued a descent below what they were cleared for. Possible excessive sink rate. Excessive sink rate is thought to have possibly caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.","(43.85855, -85.97874)",43.85855,-85.97874,42.67350320463784,-87.21873898000801
2147,2148,2159,08/20/1965,1965,13:08,"Jeuk, Belgium",LOT Polish Airlines,Lille - Wroclaw,Vickers 804 Viscount,Vickers,SP-LVA,249,4.0,0.0,4.0,4,0.0,4.0,0.0,After making a request to change course to avoid heavy weather the positioning flight suddenly descended and crashed. The overall atmospheric conditions in the vicinity of Jeuk and the circumstances of the accident were such that it was assumed that the pilot lost control of the aircraft when entering a cumulonimbus cloud.,"(50.73499, 5.20992)",50.73499,5.20992,51.10353828223457,2.958715643010554
2148,2149,2160,08/24/1965,1965,10:10,Hong Kong,Military - U.S. Marine Corps,Hong Kong - Da Nang,Lockheed KC-130F,Lockheed,149802,3693,72.0,66.0,6.0,59,57.0,2.0,0.0,The plane crashed into Kowloon Bay after taking off from Kai Tak Airport. Pilot error. Commander's decision to proceed with the takeoff with only three engines. Failure to feather the non-functioning engine or trim the plane for a 3 engine takeoff. Decision not to abort after directional control was lost.,"(22.381131, 114.135572)",22.381131,114.135572,20.370121450903497,113.90420928454462
2149,2150,2161,09/04/1965,1965,09:40,"Lake Tustumena, Alaska",Cordova Airlines,,Aero Commander 680,Aero,N6305U,,5.0,4.0,1.0,4,3.0,1.0,0.0,The pilot misjudged altitude and distance and crashed into the lake during a descent to land.  VFR flilght into adverse weather conditions.,"(40.636951, -111.966207)",40.636951,-111.966207,39.67826720038276,-108.53233891042919
2150,2151,2162,09/11/1965,1965,16:25,"Near La Carlota, Phillipines",Filipinas Orient Airways,Cebu - Bacolod,Douglas DC-3A,Douglas,PI-C942,1926,11.0,8.0,3.0,11,8.0,3.0,0.0,Hit tree tops and crashed into Mt. Kantakan.,"(10.4242, 122.9212)",10.4242,122.9212,11.40262374006069,123.37408861012734
2151,2152,2163,09/14/1965,1965,,"Gore, Ethiopia",Ethiopian Airlines,Addis Ababa - Gore,Douglas DC-3,Douglas,ET-ABI,12000,17.0,14.0,3.0,17,14.0,3.0,0.0,,"(-46.101325, 168.936285)",-46.101325,168.936285,-43.08024012977019,170.00912198667368
2152,2153,2164,09/16/1965,1965,,"Quang Ngai, South Vietnam",Air Vietnam (South Vietnam),Qu?ng NgÃ£i - Saigon,Douglas DC-3,Douglas,XV-NIC,20301,39.0,36.0,3.0,38,35.0,3.0,0.0,Shot down by Communist ground fire.,"(15.118197, 108.821712)",15.118197,108.821712,18.744693584931756,112.48952533375531
2153,2154,2165,09/16/1965,1965,11:02,"Near Pastaza, Ecuador",TAO,Coca - Pastaza,Transportes AÃ©reos Orientales,Other,HC-AFQ,17009/34272,11.0,8.0,3.0,9,6.0,3.0,0.0,Crashed while en route.,"(-1.794158, -76.756544)",-1.794158,-76.756544,-3.6285537700336414,-83.0934514290551
